cluster,disease,gene_set,odds_ratio,ci_low,ci_high,p_value,p_adj_fdr,cluster_size,in_cluster_in_disease,in_cluster_not_disease,not_cluster_in_disease,not_cluster_not_disease,intersecting_genes,negative_control_disease
59,autoimmune disease,downstream_Rest,1.3748227332455514,0.829747905209291,2.2099905663259793,0.111304842781685,0.9478796673166016,101,25.0,76.0,539.0,2253.0,"['ITGAM', 'STK17B', 'GAL3ST4', 'TIAM1', 'CD40LG', 'DOCK10', 'ZC3HAV1', 'MICOS10', 'KIAA1671', 'DUSP5', 'RSRP1', 'AGO2', 'CHD3', 'NELL2', 'ZFP36L2', 'COMMD7', 'ACVR2A', 'STMN3', 'MBNL1', 'ATP8B2', 'RBM33', 'PDE4D', 'SLC30A7', 'ZNF507', 'ZRANB2']",False
59,type 1 diabetes mellitus,downstream_Rest,1.0245566950058844,0.20342342758308266,3.192930292480907,0.5684260193229661,0.9478796673166016,101,3.0,98.0,81.0,2711.0,"['MBNL1', 'CELF2', 'FLNB']",False
59,celiac disease,downstream_Rest,0.6548413884268318,0.016038062811358878,3.938620933104351,0.7855001767281208,0.9478796673166016,101,1.0,100.0,42.0,2750.0,['CELF2'],False
59,multiple sclerosis,downstream_Rest,1.658338270182439,0.5132678933570112,4.16073907460481,0.2038992324400295,0.9478796673166016,101,5.0,96.0,85.0,2707.0,"['TIAM1', 'SLC30A7', 'ZFP36L2', 'MICOS10', 'ZC3HAV1']",False
59,atopic eczema,downstream_Rest,1.4537877922161004,0.3786569438333278,3.9977784075521123,0.3128682317030032,0.9478796673166016,101,4.0,97.0,77.0,2715.0,"['AGO2', 'CHD7', 'STMN3', 'S100A11']",False
59,coronary artery disease,downstream_Rest,0.8055517629067162,0.28486261764954973,1.8512540801651114,0.7503272142341566,0.9478796673166016,101,6.0,95.0,203.0,2589.0,"['AGO2', 'NQO1', 'CAPN2', 'ZFP36L2', 'ARHGEF12', 'RSRP1']",True
59,systemic lupus erythematosus,downstream_Rest,0.49265166817673706,0.058096490120222236,1.8710464985094375,0.9099570299229023,0.9478796673166016,101,2.0,99.0,110.0,2682.0,"['ITGAM', 'NELL2']",False
59,inflammatory bowel disease,downstream_Rest,1.0794308826040289,0.47219550354761863,2.1772425319108897,0.4683069488666972,0.9478796673166016,101,9.0,92.0,232.0,2560.0,"['KIAA1671', 'STK17B', 'CD40LG', 'ZFP36L2', 'DOCK10', 'COMMD7', 'ACVR2A', 'DUSP5', 'STMN3']",False
59,psoriasis,downstream_Rest,0.48349518400682584,0.05702909089151644,1.8355246063000077,0.9151212444207474,0.9478796673166016,101,2.0,99.0,112.0,2680.0,"['COMMD7', 'CHD7']",False
59,rheumatoid arthritis,downstream_Rest,0.5097344777866257,0.13481674544953973,1.368341072571128,0.9478796673166016,0.9478796673166016,101,4.0,97.0,209.0,2583.0,"['ZRANB2', 'ZNF507', 'RSRP1', 'GAL3ST4']",False
59,ulcerative colitis,downstream_Rest,0.6371995957186766,0.1274500543637733,1.9612461033651811,0.8457242406038707,0.9478796673166016,101,3.0,98.0,128.0,2664.0,"['CD40LG', 'STK17B', 'STMN3']",False
59,ankylosing spondylitis,downstream_Rest,0.555437434752885,0.065403130076635,2.1153926636297036,0.8723830038160458,0.9478796673166016,101,2.0,99.0,98.0,2694.0,"['ZRANB2', 'ZNF507']",False
59,asthma,downstream_Rest,0.8505491134897682,0.30059982048053513,1.9562924751779327,0.7059895853225846,0.9478796673166016,101,6.0,95.0,193.0,2599.0,"['CHD2', 'CHD7', 'BCL2', 'PDE4D', 'FLNB', 'KAT6A']",False
59,age-related macular degeneration,downstream_Rest,1.153272604218475,0.027771852345163214,7.219730362485225,0.5902339958150304,0.9478796673166016,101,1.0,100.0,24.0,2768.0,['GTF2A2'],True
59,Crohn's disease,downstream_Rest,0.47035751874707327,0.05549678179344195,1.7846080705878324,0.922354179667626,0.9478796673166016,101,2.0,99.0,115.0,2677.0,"['DUSP5', 'ZFP36L2']",False
59,Hashimoto's thyroiditis,downstream_Rest,1.8152731961591346,0.4700763537086531,5.038154803467926,0.19718879513429477,0.9478796673166016,101,4.0,97.0,62.0,2730.0,"['MBNL1', 'AGO2', 'ZFP36L2', 'ZC3HAV1']",False
26,multiple sclerosis,downstream_Rest,1.311392492200473,0.3423623141887924,3.592948813903133,0.3782884519734117,0.9480881613185991,100,4.0,96.0,86.0,2707.0,"['NEIL3', 'MYC', 'CD37', 'TXK']",False
26,chronic kidney disease,downstream_Rest,1.2749267750548723,0.14763290053880332,5.012029863848084,0.4766834523459839,0.9480881613185991,100,2.0,98.0,44.0,2749.0,"['ANLN', 'APRT']",True
26,inflammatory bowel disease,downstream_Rest,0.955416929725771,0.3955816401169694,1.9957089370993804,0.6029507008761767,0.9480881613185991,100,8.0,92.0,233.0,2560.0,"['UBL3', 'MYC', 'ERN1', 'BCL2L11', 'NDC80', 'CIT', 'NUDT1', 'KIF11']",False
26,asthma,downstream_Rest,1.3547843580629269,0.5909058596137634,2.743402438939539,0.24720241722074815,0.9480881613185991,100,9.0,91.0,190.0,2603.0,"['EEF2', 'MYC', 'GSAP', 'SLFN5', 'SGO1', 'BCL2L11', 'MPHOSPH9', 'KIF11', 'DDX5']",False
26,ankylosing spondylitis,downstream_Rest,1.1705046718911796,0.3062703508030693,3.195548280212538,0.4573526009154886,0.9480881613185991,100,4.0,96.0,96.0,2697.0,"['ERN1', 'MKI67', 'NUDT1', 'KIF11']",False
26,systemic lupus erythematosus,downstream_Rest,1.0358668148547148,0.27162716329402464,2.818375608233551,0.5474987083055664,0.9480881613185991,100,4.0,96.0,108.0,2685.0,"['SGO1', 'BCL2L11', 'SMC4', 'MYC']",False
26,age-related macular degeneration,downstream_Rest,2.456685368701544,0.2769424869009255,10.177189121983075,0.2132332140563599,0.9480881613185991,100,2.0,98.0,23.0,2770.0,"['B3GALT2', 'SORL1']",True
26,rheumatoid arthritis,downstream_Rest,0.9452627986480175,0.3650235880034119,2.062857325486282,0.6134688102649759,0.9480881613185991,100,7.0,93.0,206.0,2587.0,"['MYC', 'ERN1', 'BCL2L11', 'MKI67', 'NUDT1', 'KIF11', 'SMC4']",False
26,type 1 diabetes mellitus,downstream_Rest,1.0354970540358812,0.20556059075007288,3.227947329392515,0.5615524086818399,0.9480881613185991,100,3.0,97.0,81.0,2712.0,"['ATM', 'NUDT1', 'CDK1']",False
26,ulcerative colitis,downstream_Rest,1.1139915545139831,0.34745437356771086,2.7628211131378726,0.47718858747589843,0.9480881613185991,100,5.0,95.0,126.0,2667.0,"['UBL3', 'ERN1', 'BCL2L11', 'NDC80', 'KIF11']",False
26,Crohn's disease,downstream_Rest,0.9882046238922323,0.25932749005803607,2.685461692530661,0.5827840576481954,0.9480881613185991,100,4.0,96.0,113.0,2680.0,"['ERN1', 'BCL2L11', 'NUDT1', 'KIF11']",False
31,autoimmune disease,downstream_Stim8hr,0.7325450591956414,0.39004948920200766,1.288388513291842,0.8936544111499731,0.9495078118468464,100,15.0,85.0,617.0,2561.0,"['SOCS1', 'BHLHE40', 'FOXO1', 'NEDD9', 'PKIA', 'PHF3', 'DOCK10', 'NEK6', 'ANXA11', 'RNF144A', 'FNIP1', 'GPX4', 'AEN', 'CD28', 'GLUL']",False
86,celiac disease,downstream_Rest,0.6616948464799512,0.016204353581669714,3.9806921945225557,0.7821461794915059,0.9497489322396858,100,1.0,99.0,42.0,2751.0,['HHLA2'],False
106,Crohn's disease,downstream_Rest,0.9882046238922323,0.25932749005803607,2.685461692530661,0.5827840576481954,0.9529256016890649,100,4.0,96.0,113.0,2680.0,"['TNFSF8', 'FEN1', 'KIF11', 'TRIM22']",False
106,coronary artery disease,downstream_Rest,0.8144333114306317,0.28792989820387743,1.872371015079536,0.7416129792517673,0.9529256016890649,100,6.0,94.0,203.0,2590.0,"['MAD2L1', 'RBL2', 'UHRF1', 'MAP3K1', 'N4BP2L2', 'FEN1']",True
106,ankylosing spondylitis,downstream_Rest,0.8596446214138588,0.1712158509577414,2.664846447307467,0.680659476600102,0.9529256016890649,100,3.0,97.0,97.0,2696.0,"['PATJ', 'RASA3', 'KIF11']",False
106,asthma,downstream_Rest,0.8599253781036984,0.3038361044176206,1.9786032980241912,0.6967201372191292,0.9529256016890649,100,6.0,94.0,193.0,2600.0,"['ITK', 'SLFN5', 'ZBTB1', 'KIF11', 'FEN1', 'EIF4A3']",False
106,atopic eczema,downstream_Rest,0.7011846086812518,0.08228372012889937,2.6876468126649518,0.7785535923179405,0.9529256016890649,100,2.0,98.0,79.0,2714.0,"['LEF1', 'ZBTB1']",False
106,autoimmune disease,downstream_Rest,0.9034079290620469,0.5058505090057671,1.5337474846924373,0.689356060349263,0.9529256016890649,100,18.0,82.0,546.0,2247.0,"['PCMTD1', 'YPEL3', 'PATJ', 'C12orf75', 'RRM1', 'PPP2R5C', 'FEN1', 'TNFSF8', 'LEF1', 'CASP8', 'CD37', 'KIF11', 'TRIM22', 'ARHGAP45', 'BIRC5', 'SMC4', 'RASA3', 'STK38']",False
106,inflammatory bowel disease,downstream_Rest,0.955416929725771,0.3955816401169694,1.9957089370993804,0.6029507008761767,0.9529256016890649,100,8.0,92.0,233.0,2560.0,"['C12orf75', 'PPP2R5C', 'FEN1', 'TNFSF8', 'KIF11', 'TRIM22', 'ARHGAP45', 'STK38']",False
106,age-related macular degeneration,downstream_Rest,2.456685368701544,0.2769424869009255,10.177189121983075,0.2132332140563599,0.9529256016890649,100,2.0,98.0,23.0,2770.0,"['SORL1', 'MAP3K1']",True
106,ulcerative colitis,downstream_Rest,0.6440087036822691,0.12878988586890414,1.9827815599501006,0.8408167073727043,0.9529256016890649,100,3.0,97.0,128.0,2665.0,"['PPP2R5C', 'KIF11', 'STK38']",False
106,type 1 diabetes mellitus,downstream_Rest,0.6747912196580954,0.07923534521446628,2.5834783324453654,0.7956742930802319,0.9529256016890649,100,2.0,98.0,82.0,2711.0,"['ATM', 'HBP1']",False
106,systemic lupus erythematosus,downstream_Rest,0.7616263218725285,0.15197369119743157,2.3536649768764932,0.7532732590637543,0.9529256016890649,100,3.0,97.0,109.0,2684.0,"['LEF1', 'SMC4', 'RRM1']",False
106,multiple sclerosis,downstream_Rest,1.311392492200473,0.3423623141887924,3.592948813903133,0.3782884519734117,0.9529256016890649,100,4.0,96.0,86.0,2707.0,"['PATJ', 'CD37', 'LEF1', 'YPEL3']",False
106,rheumatoid arthritis,downstream_Rest,0.9452627986480175,0.3650235880034119,2.062857325486282,0.6134688102649759,0.9529256016890649,100,7.0,93.0,206.0,2587.0,"['PATJ', 'LEF1', 'CASP8', 'BIRC5', 'KIF11', 'SMC4', 'RASA3']",False
106,psoriasis,downstream_Rest,0.7473498527920641,0.14916511702123883,2.3085006624802857,0.7640110352379647,0.9529256016890649,100,3.0,97.0,111.0,2682.0,"['PHC3', 'KIF11', 'MAP3K1']",False
106,chronic kidney disease,downstream_Rest,1.2749267750548723,0.14763290053880332,5.012029863848084,0.4766834523459839,0.9529256016890649,100,2.0,98.0,44.0,2749.0,"['RBL2', 'MAP3K1']",True
48,coronary artery disease,downstream_Stim8hr,0.9340509538044556,0.3613014333857979,2.0336445113391726,0.6248917870890556,0.9541666780962627,100,7.0,93.0,237.0,2941.0,"['RHOF', 'MAD2L1', 'CDC25A', 'CENPW', 'N4BP2L2', 'CHAC1', 'VEGFA']",True
48,chronic kidney disease,downstream_Stim8hr,1.0428100916845988,0.12177487078820494,4.03432329649542,0.578932309734195,0.9541666780962627,100,2.0,98.0,61.0,3117.0,"['PDE4D', 'VEGFA']",True
48,celiac disease,downstream_Stim8hr,0.6194037577661308,0.01523042359426547,3.691213313510356,0.8028714239565636,0.9541666780962627,100,1.0,99.0,51.0,3127.0,['PTGER4'],False
48,autoimmune disease,downstream_Stim8hr,0.6744153755868608,0.3514793805865844,1.2041044346504854,0.9363380196327734,0.9541666780962627,100,14.0,86.0,618.0,2560.0,"['RCN1', 'CBLB', 'PTGER4', 'KLF6', 'SLC7A1', 'GPATCH11', 'PDE4D', 'PHGDH', 'VLDLR', 'SGO1', 'HDGF', 'KIF11', 'RAB39B', 'VEGFA']",False
48,inflammatory bowel disease,downstream_Stim8hr,0.5147860469859451,0.13628768871933622,1.3797907342745024,0.9455157953122034,0.9541666780962627,100,4.0,96.0,238.0,2940.0,"['PTGER4', 'HDGF', 'KIF11', 'VEGFA']",False
48,asthma,downstream_Stim8hr,1.4193185696638766,0.6198749811399422,2.8690350062485916,0.2103526612794241,0.9541666780962627,100,9.0,91.0,207.0,2971.0,"['PTGER4', 'PSMD3', 'BCL2', 'MYO1B', 'PDE4D', 'SGO1', 'KIF11', 'CHAC1', 'WARS1']",False
48,age-related macular degeneration,downstream_Stim8hr,0.8816257155068605,0.021509697926401505,5.350493293209569,0.6842340380968435,0.9541666780962627,100,1.0,99.0,36.0,3142.0,['VEGFA'],True
48,Hashimoto's thyroiditis,downstream_Stim8hr,1.2131543889117682,0.24072422409845737,3.784548661699458,0.46012088906534904,0.9541666780962627,100,3.0,97.0,79.0,3099.0,"['RAB39B', 'CBLB', 'VEGFA']",False
48,Crohn's disease,downstream_Stim8hr,0.7682221466736748,0.15356263736228565,2.366972630312288,0.7482751437127955,0.9541666780962627,100,3.0,97.0,123.0,3055.0,"['PTGER4', 'HDGF', 'KIF11']",False
48,atopic eczema,downstream_Stim8hr,0.32090652602323005,0.007961666505898704,1.8733089437439472,0.9541666780962627,0.9541666780962627,100,1.0,99.0,97.0,3081.0,['TBC1D10C'],False
48,ankylosing spondylitis,downstream_Stim8hr,0.49852793942487184,0.05887100307434223,1.8884753683183462,0.9067378220662854,0.9541666780962627,100,2.0,98.0,125.0,3053.0,"['PTGER4', 'KIF11']",False
44,atopic eczema,downstream_Stim8hr,0.32090652602323005,0.007961666505898704,1.8733089437439472,0.9541666780962627,0.9541666780962627,100,1.0,99.0,97.0,3081.0,['GFI1'],False
48,psoriasis,downstream_Stim8hr,0.7310608815960805,0.14622452611779413,2.250142761584488,0.7762833181913518,0.9541666780962627,100,3.0,97.0,129.0,3049.0,"['CEBPG', 'PTGER4', 'KIF11']",False
48,rheumatoid arthritis,downstream_Stim8hr,0.505589996400952,0.1338705601137683,1.3548669217286724,0.950089220484604,0.9541666780962627,100,4.0,96.0,242.0,2936.0,"['SLC7A1', 'CBLB', 'PTGER4', 'KIF11']",False
48,ulcerative colitis,downstream_Stim8hr,0.7370125449994319,0.1474003906813973,2.268837823571912,0.7717971116449818,0.9541666780962627,100,3.0,97.0,128.0,3050.0,"['PTGER4', 'KIF11', 'VEGFA']",False
48,type 1 diabetes mellitus,downstream_Stim8hr,1.603154401834526,0.4980378797570066,3.999828115793266,0.22083789079163196,0.9541666780962627,100,5.0,95.0,101.0,3077.0,"['PTGER4', 'BCAT1', 'GRB10', 'SLC38A1', 'CENPW']",False
48,systemic lupus erythematosus,downstream_Stim8hr,1.2339213975562549,0.3850945890621742,3.057498639287086,0.3949627960370314,0.9541666780962627,100,5.0,95.0,130.0,3048.0,"['RCN1', 'PTGER4', 'GPATCH11', 'SGO1', 'VLDLR']",False
48,multiple sclerosis,downstream_Stim8hr,0.8545938563119452,0.17058324001023317,2.6394421895838445,0.6841283014004371,0.9541666780962627,100,3.0,97.0,111.0,3067.0,"['PHGDH', 'CBLB', 'PTGER4']",False
102,psoriasis,downstream_Stim48hr,0.711921103324915,0.1422697895170983,2.1944966165805604,0.7906567406026432,0.9570838152275956,100,3.0,97.0,121.0,2785.0,"['PRDM1', 'CD2', 'SDF4']",False
102,multiple sclerosis,downstream_Stim48hr,0.8769496620680634,0.17472588164508224,2.716833229032004,0.6681143770100102,0.9570838152275956,100,3.0,97.0,99.0,2807.0,"['MAT2B', 'PTPRC', 'CLEC2D']",False
102,inflammatory bowel disease,downstream_Stim48hr,1.1240598883054391,0.491654461283408,2.267700083522026,0.42449520923168593,0.9570838152275956,100,9.0,91.0,235.0,2671.0,"['PTPRC', 'IL10RA', 'SDF4', 'HIF1A', 'PRDM1', 'TUFM', 'MCL1', 'SNRPC', 'DUSP5']",False
102,chronic kidney disease,downstream_Stim48hr,1.0778255573995839,0.12550530225525866,4.192417811766614,0.562146511895432,0.9570838152275956,100,2.0,98.0,54.0,2852.0,"['CDC123', 'CALCOCO2']",True
102,celiac disease,downstream_Stim48hr,0.4960798373869469,0.012225402651917521,2.9409563855826595,0.8668102033326075,0.9570838152275956,100,1.0,99.0,58.0,2848.0,['SNRPC'],False
102,atopic eczema,downstream_Stim48hr,0.7498645501911199,0.08795949744092024,2.8765081447054057,0.7472628908096858,0.9570838152275956,100,2.0,98.0,77.0,2829.0,"['BHLHE40', 'S100A11']",False
102,asthma,downstream_Stim48hr,0.5268868559792284,0.13935293560422413,1.4144053946825588,0.9390449476199426,0.9570838152275956,100,4.0,96.0,213.0,2693.0,"['PRDM1', 'PTPRC', 'SDF4', 'ANTXR2']",False
102,ankylosing spondylitis,downstream_Stim48hr,0.9673716393345825,0.2541128696008569,2.624750283799239,0.5986098458183631,0.9570838152275956,100,4.0,96.0,120.0,2786.0,"['PRDM1', 'CD2', 'BHLHE40', 'SDF4']",False
102,age-related macular degeneration,downstream_Stim48hr,1.0382263520319417,0.02513988962076016,6.414269990983109,0.6268694406040285,0.9570838152275956,100,1.0,99.0,28.0,2878.0,['NUDC'],True
102,Hashimoto's thyroiditis,downstream_Stim48hr,0.4153960561389294,0.010264126862539295,2.447645065038072,0.9089528794284278,0.9570838152275956,100,1.0,99.0,69.0,2837.0,['PTPRC'],False
102,Crohn's disease,downstream_Stim48hr,1.3306841741003557,0.4676926091731341,3.0850862302772226,0.3155208357184966,0.9570838152275956,100,6.0,94.0,133.0,2773.0,"['PTPRC', 'SDF4', 'PRDM1', 'TUFM', 'MCL1', 'DUSP5']",False
102,autoimmune disease,downstream_Stim48hr,0.6404671227467051,0.33364900037256934,1.144068225312997,0.9570838152275956,0.9570838152275956,100,14.0,86.0,589.0,2317.0,"['PTPRC', 'BHLHE40', 'IL10RA', 'SDF4', 'HIF1A', 'PRDM1', 'TUFM', 'MCL1', 'CD2', 'CD3E', 'SNRPC', 'CLEC2D', 'DUSP5', 'MAT2B']",False
102,coronary artery disease,downstream_Stim48hr,1.202227632361133,0.496743125929432,2.5183093551189457,0.36755034406211873,0.9570838152275956,100,8.0,92.0,196.0,2710.0,"['MAD2L1', 'BHLHE40', 'CALCOCO2', 'MCL1', 'SNRPC', 'CDC123', 'DUT', 'CCT6A']",True
102,type 1 diabetes mellitus,downstream_Stim48hr,0.8862109562457472,0.17654155520716316,2.746300880956306,0.6614928905041703,0.9570838152275956,100,3.0,97.0,98.0,2808.0,"['ATM', 'HBP1', 'CLEC2D']",False
102,rheumatoid arthritis,downstream_Stim48hr,0.8516009747225464,0.32936605630465615,1.8544600844285957,0.7114672769065749,0.9570838152275956,100,7.0,93.0,236.0,2670.0,"['PTPRC', 'BHLHE40', 'SDF4', 'PRDM1', 'TUFM', 'CD2', 'SNRPC']",False
102,ulcerative colitis,downstream_Stim48hr,1.0637501126493005,0.3322353387662333,2.6328682158695207,0.5151946714182657,0.9570838152275956,100,5.0,95.0,137.0,2769.0,"['IL10RA', 'SDF4', 'PRDM1', 'TUFM', 'SNRPC']",False
102,systemic lupus erythematosus,downstream_Stim48hr,1.0298570452115807,0.2702657216032686,2.798533227199644,0.5517072243761576,0.9570838152275956,100,4.0,96.0,113.0,2793.0,"['PRDM1', 'SDF4', 'PTPRC', 'SNRPC']",False
44,multiple sclerosis,downstream_Rest,0.3069661092874976,0.007608651900233498,1.7957871803408016,0.9599099945764978,0.9599099945764978,100,1.0,99.0,89.0,2704.0,['NDFIP1'],False
109,Crohn's disease,downstream_Rest,0.475333679302048,0.056076171518173734,1.8039567939591254,0.9196380201615375,0.9599099945764978,100,2.0,98.0,115.0,2678.0,"['TNFAIP3', 'LIME1']",False
109,Hashimoto's thyroiditis,downstream_Rest,0.42401888950286276,0.010468053453065475,2.5034806612292266,0.9045060479607693,0.9599099945764978,100,1.0,99.0,65.0,2728.0,['TRIB2'],False
41,asthma,downstream_Rest,0.5552175698702693,0.14672190555150272,1.4924201807243727,0.922810449872465,0.9599099945764978,100,4.0,96.0,195.0,2598.0,"['PRDM1', 'BCL3', 'TNFRSF1B', 'ADAM19']",False
41,multiple sclerosis,downstream_Rest,0.3069661092874976,0.007608651900233498,1.7957871803408016,0.9599099945764978,0.9599099945764978,100,1.0,99.0,89.0,2704.0,['ACTR2'],False
109,celiac disease,downstream_Rest,0.6616948464799512,0.016204353581669714,3.9806921945225557,0.7821461794915059,0.9599099945764978,100,1.0,99.0,42.0,2751.0,['TNFAIP3'],False
109,coronary artery disease,downstream_Rest,0.8144333114306317,0.28792989820387743,1.872371015079536,0.7416129792517673,0.9599099945764978,100,6.0,94.0,203.0,2590.0,"['STAT6', 'TRIB2', 'TANK', 'NT5C2', 'PPP1R16B', 'KLF2']",True
109,inflammatory bowel disease,downstream_Rest,0.6948699601964097,0.24603607621837065,1.5940086273006573,0.8532993015929909,0.9599099945764978,100,6.0,94.0,235.0,2558.0,"['TRIB2', 'TNFAIP3', 'LIME1', 'RSU1', 'ANKRD28', 'FAM13A']",False
109,multiple sclerosis,downstream_Rest,0.3069661092874976,0.007608651900233498,1.7957871803408016,0.9599099945764978,0.9599099945764978,100,1.0,99.0,89.0,2704.0,['AHI1'],False
109,psoriasis,downstream_Rest,0.7473498527920641,0.14916511702123883,2.3085006624802857,0.7640110352379647,0.9599099945764978,100,3.0,97.0,111.0,2682.0,"['PLCL2', 'CD2', 'TNFAIP3']",False
41,atopic eczema,downstream_Rest,0.3426316528574667,0.008482327222533422,2.0100547361532155,0.9444387215350571,0.9599099945764978,100,1.0,99.0,80.0,2713.0,['HSPA13'],False
10,autoimmune disease,downstream_Stim48hr,0.8709578258023074,0.4879329455361114,1.4777551678359673,0.7376098379319008,0.9600831850174955,100,18.0,82.0,585.0,2321.0,"['NDUFV2', 'EXTL2', 'PSAT1', 'CEBPB', 'PXK', 'IKZF3', 'KIF21B', 'PDE4D', 'ETS1', 'CD2', 'PREX1', 'TSPAN3', 'GPD2', 'MUC1', 'IFI30', 'HDAC7', 'MAT2B', 'ORMDL3']",False
10,atopic eczema,downstream_Stim48hr,0.7498645501911199,0.08795949744092024,2.8765081447054057,0.7472628908096858,0.9600831850174955,100,2.0,98.0,77.0,2829.0,"['TBC1D10C', 'ETS1']",False
110,ankylosing spondylitis,downstream_Stim48hr,0.711921103324915,0.1422697895170983,2.1944966165805604,0.7906567406026432,0.9600831850174955,100,3.0,97.0,121.0,2785.0,"['SMAD2', 'IFNG', 'EGR2']",False
110,autoimmune disease,downstream_Stim48hr,0.8709578258023074,0.4879329455361114,1.4777551678359673,0.7376098379319008,0.9600831850174955,100,18.0,82.0,585.0,2321.0,"['SMAD2', 'STAT5B', 'PFKFB3', 'HIPK1', 'RPIA', 'RYBP', 'RNF19A', 'RBPJ', 'EGR2', 'LSP1', 'MCL1', 'RAB5B', 'NCOR2', 'SNRPC', 'ICOS', 'IFNG', 'JUND', 'MIF']",False
10,psoriasis,downstream_Stim48hr,0.711921103324915,0.1422697895170983,2.1944966165805604,0.7906567406026432,0.9600831850174955,100,3.0,97.0,121.0,2785.0,"['ETS1', 'CD2', 'HDAC7']",False
96,asthma,downstream_Stim8hr,0.5830174445408385,0.15420209496260479,1.5650335290700448,0.9054966442615309,0.9620901845278765,100,4.0,96.0,212.0,2966.0,"['LBH', 'BACH2', 'TNFAIP3', 'EGR2']",False
60,asthma,downstream_Stim8hr,0.5830174445408385,0.15420209496260479,1.5650335290700448,0.9054966442615309,0.9620901845278765,100,4.0,96.0,212.0,2966.0,"['PHB1', 'AIMP1', 'NCF4', 'WDR36']",False
35,systemic lupus erythematosus,downstream_Rest,0.4978633064950728,0.0587029799089187,1.8913301945571837,0.9069742500382371,0.9636601406656269,100,2.0,98.0,110.0,2683.0,"['DNMT3A', 'CPPED1']",False
50,ankylosing spondylitis,downstream_Rest,0.8596446214138588,0.1712158509577414,2.664846447307467,0.680659476600102,0.9642675918501443,100,3.0,97.0,97.0,2696.0,"['PATJ', 'SCAF8', 'UBE2E3']",False
80,celiac disease,downstream_Stim8hr,2.7156906047364835,0.6971413316239042,7.643486114680336,0.07239054343815873,0.9645149228774513,100,4.0,96.0,48.0,3130.0,"['PHB1', 'NLRC5', 'STAT1', 'FASLG']",False
80,coronary artery disease,downstream_Stim8hr,1.3977474651004516,0.6394970887080654,2.738674607518226,0.2072634141724887,0.9645149228774513,100,10.0,90.0,234.0,2944.0,"['MAP2K3', 'ADAM19', 'DOCK9', 'PHB1', 'OSM', 'RRBP1', 'CXCL8', 'TSPAN2', 'MTHFD1L', 'YBX3']",True
80,inflammatory bowel disease,downstream_Stim8hr,0.6531917727634947,0.2053400855400675,1.6011284676595174,0.8728649413933578,0.9645149228774513,100,5.0,95.0,237.0,2941.0,"['SEH1L', 'C12orf75', 'IFNG', 'FASLG', 'ATAD3B']",False
