gene_symbol	g2p_id	g2p_disease_name	g2p_disease_mondo	g2p_confidence	g2p_mechanism	g2p_reviewed_pmid_count	dismech_candidate_count	dismech_direct_candidate_count	best_dismech_match_class	best_dismech_file	best_dismech_disease_name	best_dismech_disease_mondo	best_match_reasons	best_shared_hpo_count	best_shared_section_reviewed_pmid_count	best_shared_disease_reviewed_pmid_count	related_direct_disorders	related_direct_match_count	row_status	curation_priority	curation_action	curation_note
MSRB3	G2P00666	MSRB3-related deafness	MONDO:0013386	strong	undetermined	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MSX1	G2P00079	MSX1-related cleft lip with or without cleft palate	MONDO:0012142	definitive	loss of function	3	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MSX2	G2P01038	MSX2-related craniosynostosis	MONDO:0011481	definitive	undetermined	3	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MSX2	G2P00976	MSX2-related enlarged parietal foramina/cranium bifidum	MONDO:0008198	definitive	loss of function	6	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MT-ATP6	G2P02404	MT-ATP6-related neuropathy, ataxia, retinitis pigmentosa syndrome		definitive	undetermined	0	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MT-ND1	G2P02015	MT-ND1-related Leber hereditary optic neuropathy	MONDO:0010788	definitive	undetermined	3	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MT-ND4	G2P02016	MT-ND4-related Leber hereditary optic neuropathy	MONDO:0010788	definitive	undetermined	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MT-ND5	G2P02405	MT-ND5-related Leber hereditary optic neuropathy	MONDO:0010788	strong	undetermined	0	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MT-ND6	G2P02406	MT-ND6-related Leber hereditary optic neuropathy	MONDO:0010788	strong	undetermined	0	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MT-TL1	G2P03132	MT-TL1-related mitochondrial disorder	MONDO:0044970	limited	undetermined	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MT-TP	G2P00432	MT-TP-related MERRF syndrome	MONDO:0010790	definitive	loss of function	3	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MTAP	G2P03364	MTAP-related diaphyseal medullary stenosis with malignant fibrous histiocytoma	MONDO:0007205	strong	loss of function	0	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MTF1	G2P00598	MTF1-related intellectual disability	MONDO:0001071	limited	loss of function	0	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MTFMT	G2P03507	MTFMT-related mitochondrial disease with regression and lactic acidosis	MONDO:0013987	definitive	loss of function	5	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MTHFR	G2P00855	MTHFR-related methylenetetrahydrofolate deductase deficiency		definitive	loss of function	4	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MTM1	G2P01133	MTM1-related myotubular myopathy	MONDO:0010683	definitive	loss of function	8	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MTO1	G2P00101	MTO1-related infantile hypertrophic cardiomyopathy and lactic acidosis		definitive	loss of function	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MTOR	G2P01220	MTOR-related Smith-Kingsmore syndrome	MONDO:0014716	definitive	undetermined	2	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MTR	G2P01175	MTR-related methylcobalamin deficiency		definitive	loss of function	4	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MTRFR	G2P00524	MTRFR-related combined oxidative phosphorylation deficiency	MONDO:0013306	definitive	loss of function	8	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MTRR	G2P00642	MTRR-related homocystinuria-megaloblastic anemia, cblE type		definitive	loss of function	3	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MTSS2	G2P03349	MTSS2-related syndromic intellectual disability	MONDO:0859303	moderate	undetermined	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MTTP	G2P02170	MTTP-related abetalipoproteinemia	MONDO:0008692	definitive	loss of function	0	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MUTYH	G2P01812	MUTYH-related adenomas, multiple colorectal	MONDO:0012041	definitive	loss of function	4	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MVD	G2P03624	MVD-related porokeratosis, multiple types	MONDO:0013868	strong	undetermined	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MVK	G2P02171	MVK-related hyper-IgD syndrome	MONDO:0009849	definitive	loss of function	3	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MVK	G2P02172	MVK-related mevalonic aciduria	MONDO:0012481	definitive	loss of function	0	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MVK	G2P03604	MVK-related porokeratosis, multiple types	MONDO:0008293	definitive	undetermined	3	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MYBPC1	G2P02978	MYBPC1-related arthrogryposis and myopathy		definitive	undetermined	3	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MYBPC1	G2P02998	MYBPC1-related lethal congenital contracture syndrome	MONDO:0013965	strong	loss of function	2	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MYCBP2	G2P03396	MYCBP2-related developmental delay with corpus callosum defects		limited	undetermined	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MYF5	G2P02542	MYF5-related external ophthalmoplegia, rib, and vertebral anomalies	MONDO:0032565	strong	loss of function	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MYH10	G2P01930	MYH10-related multiple congenital anomalies	MONDO:0700281	moderate	dominant negative	3	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MYH11	G2P02559	MYH11-related megacystis-microcolon-intestinal hypoperistalsis syndrome	MONDO:0025708	limited	loss of function	2	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MYH6	G2P00379	MYH6-related atrial septal defect	MONDO:0013567	limited	loss of function	7	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MYH6	G2P03837	MYH6-related dilated cardiomyopathy	MONDO:0016333	limited	undetermined	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MYH6	G2P03854	MYH6-related hypertrophic cardiomyopathy	MONDO:0024573	disputed	undetermined	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MYH8	G2P00801	MYH8-related Carney complex variant		refuted	undetermined	4	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MYH8	G2P03499	MYH8-related Trismus-pseudocamptodactyly syndrome	MONDO:0008016	strong	loss of function	3	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MYH9	G2P01850	MYH9-related deafness	MONDO:0011350	definitive	undetermined	0	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MYH9	G2P03652	MYH9-related elastin aggregation syndrome		moderate	undetermined	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MYH9	G2P01498	MYH9-related macrothrombocytopenia and granulocyte inclusions with or without nephritis or sensorineural hearing loss	MONDO:0015912	definitive	loss of function	2	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MYL1	G2P02971	MYL1-related myopathy, congenital, with fast-twitch (type II) fiber atrophy		limited	loss of function	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MYL11	G2P03032	MYL11-related arthrogryposis, distal	MONDO:0030847	strong	undetermined	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MYL11	G2P03033	MYL11-related arthrogryposis, distal	MONDO:0030847	limited	undetermined	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MYL2	G2P03838	MYL2-related dilated cardiomyopathy	MONDO:0016333	limited	undetermined	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MYL2	G2P03280	MYL2-related hypertrophic cardiomyopathy	MONDO:0012112	definitive	undetermined	14	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MYL3	G2P03797	MYL3-related arrhythmogenic right ventricular cardiomyopathy	MONDO:0016587	limited	undetermined	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MYL3	G2P03886	MYL3-related dilated cardiomyopathy	MONDO:0016333	disputed	undetermined	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MYL3	G2P03281	MYL3-related hypertrophic cardiomyopathy	MONDO:0012111	definitive	undetermined	10	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MYLK	G2P02227	MYLK-related megacystis microcolon intestinal hypoperistalsis syndrome	MONDO:0100354	strong	loss of function	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MYLK2	G2P03855	MYLK2-related hypertrophic cardiomyopathy	MONDO:0024573	disputed	undetermined	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MYO15A	G2P00565	MYO15A-related deafness	MONDO:0010860	definitive	loss of function	5	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MYO18B	G2P02979	MYO18B-related Klippel-Feil syndrome with nemaline myopathy and facial dysmorphism	MONDO:0014689	definitive	loss of function	5	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MYO5A	G2P01502	MYO5A-related Griscelli syndrome	MONDO:0008962	definitive	loss of function	3	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MYO5B	G2P00917	MYO5B-related microvillus inclusion disease	MONDO:0009635	definitive	loss of function	2	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MYO6	G2P03582	MYO6-related nonsyndromic genetic hearing loss		definitive	undetermined	5	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MYO6	G2P03583	MYO6-related nonsyndromic genetic hearing loss		definitive	undetermined	4	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MYO6	G2P03446	MYO6-related nonsyndromic genetic hearing loss with left ventricular hypertrophy	MONDO:0019497	moderate	undetermined	8	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MYO6	G2P03449	MYO6-related nonsyndromic genetic hearing loss with left ventricular hypertrophy	MONDO:0019497	moderate	undetermined	8	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MYO7A	G2P00237	MYO7A-related deafness	MONDO:0010807	definitive	loss of function	2	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MYO7A	G2P02173	MYO7A-related Usher syndrome		definitive	undetermined	0	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MYOCD	G2P02753	MYOCD-related congenital megabladder		strong	loss of function	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MYOM1	G2P03856	MYOM1-related hypertrophic cardiomyopathy	MONDO:0024573	disputed	undetermined	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MYOZ2	G2P03857	MYOZ2-related hypertrophic cardiomyopathy	MONDO:0024573	disputed	undetermined	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MYPN	G2P01907	MYPN-related childhood-onset, slowly progressive nemaline myopathy	MONDO:0015023	strong	loss of function	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MYPN	G2P03839	MYPN-related dilated cardiomyopathy	MONDO:0016333	limited	undetermined	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MYPN	G2P03858	MYPN-related hypertrophic cardiomyopathy	MONDO:0024573	disputed	undetermined	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MYRF	G2P02657	MYRF-related high hyperopia	MONDO:0004891	strong	undetermined	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MYRF	G2P02797	MYRF-related pulmonary artery and lung hypoplasia, agonadism, omphalocele, diaphragmatic defects, hypoplastic left heart, and scimitar syndrome	MONDO:0032653	strong	loss of function	4	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MYSM1	G2P03111	MYSM1-related congenital bone marrow failure	MONDO:0020856	limited	loss of function	8	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MYT1	G2P01774	MYT1-related oculo-auriculo-vertebral spectrum (OAVS) (Goldenhar syndrome)	MONDO:0015397	limited	loss of function	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
MYT1L	G2P01707	MYT1L-related intellectual developmental syndrome	MONDO:0014678	definitive	loss of function	10	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
NAA15	G2P01381	NAA15-related congenital heart disease and neurodevelopmental disorder	MONDO:0030916	strong	loss of function	3	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
NAA20	G2P03179	NAA20-related developmental delay and microcephaly	MONDO:0030533	limited	undetermined	2	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
NACC1	G2P02250	NACC1-related infantile epilepsy, cataracts, and profound developmental delay	MONDO:0044306	definitive	gain of function	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
NADK2	G2P02387	NADK2-related dienoyl-CoA reductase deficiency with hyperlysinemia		limited	loss of function	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
NADSYN1	G2P02920	NADSYN1-related congenital NAD deficiency disorder	MONDO:0030077	strong	loss of function	2	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
NAE1	G2P03425	NAE1-related neurodevelopmental disorder with intellectual disability, ischiopubic hypoplasia, stress-mediated lymphopenia, and neurodegeneration	MONDO:0859361	moderate	undetermined	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
NAGA	G2P00058	NAGA-related Kanzaki disease		definitive	loss of function	5	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
NAGLU	G2P00860	NAGLU-related mucopolysaccharidosis	MONDO:0009656	definitive	loss of function	6	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
NALCN	G2P00098	NALCN-related congenital contractures of the limbs and face, hypotonia, and developmental delay	MONDO:0014556	definitive	undetermined	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
NALCN	G2P00132	NALCN-related hypotonia, infantile, with psychomotor retardation and characteristic facies	MONDO:0024567	definitive	loss of function	2	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
NALCN	G2P03553	NALCN-related temporal lobe epilepsy	MONDO:0005115	limited	undetermined non-loss-of-function	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
