cosine	suggested_conforms_to	node	nearest_labelled_node
0.751	fgfr_gain_of_function_skeletal_dysplasia#Sustained MAPK/STAT Signaling	Pancreatic_Mucinous_Cystadenoma::KRAS-Driven Oncogenesis via MAPK Cascade	Thanatophoric_Dysplasia_Type_2::Sustained ERK/MAPK pathway activation
0.751	polyglutamine_expansion_proteotoxicity#Selective Neuronal Dysfunction and Loss	CALFAN_Syndrome::Progressive Neurodegeneration	Machado_Joseph_Disease::Multifocal neurodegeneration
0.751	fgfr_gain_of_function_skeletal_dysplasia#Constitutive FGFR Activation	Acromesomelic_Dysplasia_Maroteaux_Type::FGF-NPR2 Signaling Crosstalk	Achondroplasia::FGFR3 gain-of-function signaling
0.751	peripheral_axonal_degeneration#Distal Axonal Degeneration and Demyelination	Acute_Motor_and_Sensory_Axonal_Neuropathy::Axonal Degeneration and Conduction Failure	Charcot-Marie-Tooth_Disease::Axonal Degeneration in CMT2
0.751	immune_checkpoint_blockade#Adaptive Immune Resistance	MECP2_Duplication_Syndrome::Immune Dysfunction	Endometrial_Endometrioid_Adenocarcinoma::Immune Checkpoint Vulnerability
0.751	cardiac_ion_channel_repolarization#Syncope and Sudden Cardiac Death	Adult_Refsum_Disease::Cardiac Conduction and Myocardial Disease	Torsade_De_Pointes_Syndrome_With_Short_Coupling_Interval::Ventricular fibrillation and cardiac arrest
0.751	polyglutamine_expansion_proteotoxicity#Mitochondrial and Bioenergetic Dysfunction	Chronic_Obstructive_Pulmonary_Disease::Oxidative Stress and Mitochondrial Dysfunction	Huntington_Disease::Mitochondrial Dysfunction
0.751	cardiac_ion_channel_repolarization#Altered Action Potential and Calcium Handling	Cardiospondylocarpofacial_Syndrome::Primary-cilium-dependent cardiomyogenesis defect	Short_QT_Syndrome::Accelerated myocardial repolarization
0.751	ciliopathy_dysfunction#Renal Tubular Cystic and Fibrotic Disease	Ochoa_Syndrome::Progressive renal injury	Jeune_Asphyxiating_Thoracic_Dystrophy::Renal Cystogenesis
0.750	er_protein_storage_disease#Hepatic Protein Aggregation	Fabry_Disease::Endoplasmic reticulum stress and unfolded protein response	Alpha_1_Antitrypsin_Deficiency::Hepatic Protein Aggregation
0.750	polyglutamine_expansion_proteotoxicity#Selective Neuronal Dysfunction and Loss	Kennedy_Disease::Motor neuron degeneration	Machado_Joseph_Disease::Multifocal neurodegeneration
0.750	neural_crest_melanocyte_deficiency#Melanoblast Migration and Survival Defect	Vogt-Koyanagi-Harada_Disease::Extraocular Melanocyte-Containing Tissue Involvement	SOX10_Neurocristopathy_Spectrum::Melanocyte lineage failure
0.750	aortopathy_tgfbeta_dysregulation#Aortic Medial Degeneration and Wall Weakening	Williams_Syndrome::ELN Haploinsufficiency and Elastin Arteriopathy	Arterial_Tortuosity_Syndrome::Fragmented elastic fibers and collagen deposition
0.750	epilepsy_excitation_inhibition_imbalance#Excitation-Inhibition Imbalance	Rett_Syndrome::Altered Neuronal Calcium Signaling and Electrophysiology	Epilepsy::Neuronal Hyperexcitability
0.750	ciliopathy_dysfunction#Basal Body and Transition Zone Dysfunction	Zimmermann_Laband_Syndrome::KCNH1-related ciliary signaling disruption	Orofaciodigital_Syndrome_Type_I::Primary Cilia Dysfunction
0.750	fgfr_gain_of_function_skeletal_dysplasia#Constitutive FGFR Activation	HPV_Negative_Head_and_Neck_Cancer::EGFR Overexpression and Signaling	Crouzon_Syndrome::FGFR2 Gain-of-Function Signaling
0.749	ciliopathy_dysfunction#Renal Tubular Cystic and Fibrotic Disease	Cystinosis::Progressive kidney failure	Jeune_Asphyxiating_Thoracic_Dystrophy::Renal Cystogenesis
0.749	fgfr_gain_of_function_skeletal_dysplasia#Impaired Endochondral Ossification and Chondrodysplasia	Campomelic_Dysplasia::SOX9-Mediated Chondrogenesis Disruption	Thanatophoric_Dysplasia_Type_2::Disrupted endochondral ossification via Sox9/beta-catenin dysregulation
0.749	polyglutamine_expansion_proteotoxicity#Transcriptional Dysregulation	Floating-Harbor_syndrome::SRCAP truncation-driven chromatin dysregulation	Huntington_Disease::Transcriptional Dysregulation
0.749	fibrotic_response#Mesenchymal Cell Activation	Sclerosing_Cholangitis::Cholangiocyte Senescence-Associated Fibrogenesis	Budd-Chiari_Syndrome::Congestive Hepatic Fibrosis
0.749	ciliopathy_dysfunction#Renal Tubular Cystic and Fibrotic Disease	Cadmium_Poisoning::Chronic Kidney Disease Progression	Jeune_Asphyxiating_Thoracic_Dystrophy::Renal Cystogenesis
0.748	rtk_grb2_signaling_adaptation#Activated RTK Phosphotyrosine Docking	Inflammatory_Myofibroblastic_Tumor::Clonal Receptor Tyrosine Kinase Gene Rearrangement	HER2_Positive_Breast_Cancer::Constitutive Receptor Activation
0.748	immune_checkpoint_blockade#Adaptive Immune Resistance	Long_COVID::Systemic Immune Activation	Endometrial_Carcinoma::Adaptive Immune Resistance
0.748	er_protein_storage_disease#Hepatic Protein Aggregation	Kniest_Dysplasia::Intracellular Procollagen Retention and ER Stress	Alpha_1_Antitrypsin_Deficiency::Hepatic Protein Aggregation
0.748	lysosomal_substrate_accumulation#Lysosomal Substrate Accumulation	Mucolipidosis_Type_III_Alpha_Beta::Intracellular glycosphingolipid and glycosaminoglycan storage	Fabry_Disease::Lysosomal Gb3 and lyso-Gb3 accumulation
0.748	immune_checkpoint_blockade#Adaptive Immune Resistance	Mycosis_Fungoides::M2 Macrophage-Mediated Immune Suppression	Anaplastic_Thyroid_Carcinoma::Adaptive Immune Resistance and Immunosuppressive Microenvironment
0.748	polyglutamine_expansion_proteotoxicity#Mitochondrial and Bioenergetic Dysfunction	Adult_Onset_Dystonia_Parkinsonism::Mitochondrial Oxidative Injury	Huntington_Disease::Mitochondrial Dysfunction
0.748	fibrotic_response#Mesenchymal Cell Activation	Asthma::Airway Remodeling	Sarcoidosis::Fibrotic Tissue Remodeling
0.748	cardiomyopathy_maladaptive_remodeling#Ventricular Remodeling	Cervical_Artery_Dissection::Arterial Wall Susceptibility	Dilated_Cardiomyopathy::Myocardial Fibrosis
0.748	intestinal_barrier_dysfunction#Epithelial Stress and Injury	Cat-Scratch_Disease::Reduced endothelial cell apoptosis	Chemotherapy_Induced_Diarrhea::Crypt stem/progenitor apoptosis and epithelial injury
0.748	fgfr_gain_of_function_skeletal_dysplasia#Cranial Suture Osteogenic Acceleration	Primary_Hypertrophic_Osteoarthropathy::Periosteal New Bone Formation	Pfeiffer_Syndrome::Accelerated cranial suture osteogenesis
0.748	ciliopathy_dysfunction#Impaired Hedgehog Signal Transduction	Castleman_Disease::JAK-STAT3 Signaling Activation	Nephronophthisis::Impaired Cell Signaling
0.748	ciliopathy_dysfunction#Renal Tubular Cystic and Fibrotic Disease	Cystinuria::Chronic Kidney Injury from Recurrent Stones	Bardet-Biedl_Syndrome::Renal tubulointerstitial injury
0.748	polyglutamine_expansion_proteotoxicity#Mitochondrial and Bioenergetic Dysfunction	Fontaine_Progeroid_Syndrome::Abnormal mitochondrial energy metabolism	Huntington_Disease::Mitochondrial Dysfunction
0.748	polyglutamine_expansion_proteotoxicity#Selective Neuronal Dysfunction and Loss	Adult_Neuronal_Ceroid_Lipofuscinosis::Progressive Neurodegeneration	Machado_Joseph_Disease::Multifocal neurodegeneration
0.748	polyglutamine_expansion_proteotoxicity#Selective Neuronal Dysfunction and Loss	Neuronal_Ceroid_Lipofuscinosis::Progressive Neurodegeneration	Machado_Joseph_Disease::Multifocal neurodegeneration
0.748	polyglutamine_expansion_proteotoxicity#Selective Neuronal Dysfunction and Loss	Neuronal_Ceroid_Lipofuscinosis_7::Progressive neurodegeneration	Machado_Joseph_Disease::Multifocal neurodegeneration
0.747	fgfr_gain_of_function_skeletal_dysplasia#Impaired Endochondral Ossification and Chondrodysplasia	Dacryocystitis-Osteopoikilosis_Syndrome::Focal Osteosclerosis (Osteopoikilosis)	Hypochondroplasia::Impaired endochondral ossification
0.747	ciliopathy_dysfunction#Impaired Hedgehog Signal Transduction	Fibrodysplasia_Ossificans_Progressiva::Activin A Neomorphic Signaling	Nephronophthisis::Impaired Cell Signaling
0.747	epilepsy_excitation_inhibition_imbalance#Excitation-Inhibition Imbalance	Parenti-Mignot_Neurodevelopmental_Syndrome::Disrupted cortical and synaptic development	Epilepsy::Neuronal Hyperexcitability
0.747	polyglutamine_expansion_proteotoxicity#Mitochondrial and Bioenergetic Dysfunction	Long_COVID::Impaired Mitochondrial Energy Production	Huntington_Disease::Mitochondrial Dysfunction
0.747	fgfr_gain_of_function_skeletal_dysplasia#Constitutive FGFR Activation	Atelosteogenesis_Type_I::FLNB Gain-of-Function Cytoskeletal Dysregulation	Thanatophoric_Dysplasia_Type_1::FGFR3 constitutive activation via cysteine mutations
0.746	fgfr_gain_of_function_skeletal_dysplasia#Cranial Suture Osteogenic Acceleration	Kummell_Disease::Vertebral body avascular necrosis	Pfeiffer_Syndrome::Accelerated cranial suture osteogenesis
0.746	ciliopathy_dysfunction#Photoreceptor Connecting Cilium Degeneration	PRPH2-Related_Retinopathy::PRPH2 complex assembly defect	Alstrom_Syndrome::Photoreceptor Degeneration
0.746	ciliopathy_dysfunction#Basal Body and Transition Zone Dysfunction	Meckel_Syndrome::Primary cilium membrane protein dysfunction (TMEM67/meckelin)	Orofaciodigital_Syndrome_Type_I::Primary Cilia Dysfunction
0.746	cardiac_ion_channel_repolarization#Arrhythmogenic Substrate and Triggered Activity	Hypertrophic_Cardiomyopathy::Left Ventricular Outflow Tract Obstruction	Brugada_Syndrome::RVOT Conduction Slowing
0.746	immune_checkpoint_blockade#Adaptive Immune Resistance	Loeys-Dietz_Syndrome::Immune Dysregulation	Angiosarcoma::Adaptive Immune Resistance
0.746	fibrotic_response#Inflammatory Recruitment and Amplification	Craniopharyngioma::ACP Inflammatory and MAPK Microenvironment	Dupuytrens_Contracture::Profibrotic Signaling and Inflammatory Amplification
0.746	cardiac_ion_channel_repolarization#Cardiac Ion-Channel or Calcium-Handling Variant	Thallium_Poisoning::Potassium-mimetic cellular uptake	Long_QT_Syndrome::Reduced Repolarizing Potassium Current
0.745	cardiac_ion_channel_repolarization#Altered Action Potential and Calcium Handling	Coronary_Artery_Congenital_Malformation::Congenital ostial obstruction	Short_QT_Syndrome::Accelerated myocardial repolarization
0.745	fibrotic_response#Inflammatory Recruitment and Amplification	Hyperlipidemia::Macrophage Recruitment to Arterial Intima	Idiopathic_Pulmonary_Fibrosis::Profibrotic macrophage recruitment and amplification
0.745	ciliopathy_dysfunction#Basal Body and Transition Zone Dysfunction	Stromme_Syndrome::Biallelic CENPF dysfunction	Meckel_Syndrome::Basal body localization without proper ciliogenesis
0.745	ciliopathy_dysfunction#Basal Body and Transition Zone Dysfunction	Bazex_Dupre_Christol_Syndrome::Ciliary and Hedgehog pathway abnormalities in inherited basal-cell-cancer biology	Orofaciodigital_Syndrome_Type_I::Primary Cilia Dysfunction
0.745	polyglutamine_expansion_proteotoxicity#Transcriptional Dysregulation	Solitary_Fibrous_Tumor::Aberrant EGR1-Target Transactivation	Dentatorubral-Pallidoluysian_Atrophy::ATN1 Transcriptional Co-repressor Dysregulation
0.744	ciliopathy_dysfunction#Impaired Hedgehog Signal Transduction	Apert_Syndrome::PKCalpha signaling activation	Nephronophthisis::Impaired Cell Signaling
0.744	cardiac_ion_channel_repolarization#Altered Action Potential and Calcium Handling	Danon_disease::Cardiac autophagic vacuolar cardiomyopathy	Timothy_Syndrome::Delayed cardiomyocyte repolarization and ventricular arrhythmia substrate
0.744	fame_pentanucleotide_repeat_rna_toxicity#Cortical Hyperexcitability and Seizure Susceptibility	Alternating_Hemiplegia_of_Childhood::Epileptogenic cortical network dysfunction	Pentanucleotide_Repeat_Familial_Adult_Myoclonus_Epilepsy::Cortical hyperexcitability and seizure susceptibility
0.744	polyglutamine_expansion_proteotoxicity#Mitochondrial and Bioenergetic Dysfunction	Parkinsons_Disease::Oxidative Stress	Huntington_Disease::Mitochondrial Dysfunction
0.744	polyglutamine_expansion_proteotoxicity#Mitochondrial and Bioenergetic Dysfunction	Leigh_Syndrome::Oxidative phosphorylation deficiency	Huntington_Disease::Mitochondrial Dysfunction
0.744	polyglutamine_expansion_proteotoxicity#Transcriptional Dysregulation	Bohring-Opitz_syndrome::ASXL1 truncation disrupts epigenetic regulation of developmental gene expression	Dentatorubral-Pallidoluysian_Atrophy::ATN1 Transcriptional Co-repressor Dysregulation
0.743	aortopathy_tgfbeta_dysregulation#TGF-beta Signaling Dysregulation	Pancreatic_Mucinous_Cystadenoma::Tumor Suppressor Inactivation in Malignant Progression	Shprintzen-Goldberg_Syndrome::Enhanced TGF-beta Signaling
0.743	cardiac_ion_channel_repolarization#Cardiac Ion-Channel or Calcium-Handling Variant	Hypokalemic_Periodic_Paralysis::Sarcolemmal Depolarization and Sodium-Channel Inactivation	Long_QT_Syndrome::Persistent Late Sodium Current in LQT3
0.743	immune_checkpoint_blockade#Adaptive Immune Resistance	Cat-Scratch_Disease::Antigenic variation-mediated immune recognition evasion	Laryngeal_Squamous_Cell_Carcinoma::Immune Evasion
0.743	intestinal_barrier_dysfunction#Villus Blunting and Surface Loss	Shigellosis::Type III secretion system-mediated invasion and vacuolar escape	Chemotherapy_Induced_Diarrhea::Enterocyte apoptosis, villus blunting, and surface loss
0.743	immune_checkpoint_blockade#Adaptive Immune Resistance	Metastatic_Breast_Carcinoma::Immune Evasion in Metastatic Niches	Laryngeal_Squamous_Cell_Carcinoma::Immune Evasion
0.743	polyglutamine_expansion_proteotoxicity#Transcriptional Dysregulation	Acute_Flaccid_Myelitis::Human spinal cord organoid EV-D68 tropism	Machado_Joseph_Disease::Spinal cord transcriptomic dysregulation and RNA splicing defects
0.742	er_protein_storage_disease#Hepatic Protein Aggregation	Adult_Polyglucosan_Body_Disease::Proteostasis and cellular stress dysregulation	Alpha_1_Antitrypsin_Deficiency::Hepatic Protein Aggregation
0.742	er_protein_storage_disease#Hepatic Protein Aggregation	Keratosis_Follicularis_Spinulosa_Decalvans::MBTPS2 Site-2 Protease Dysfunction	Alpha_1_Antitrypsin_Deficiency::Hepatic Protein Aggregation
0.742	rtk_grb2_signaling_adaptation#RAS-MAPK and PI3K-AKT Proliferation Output	Neurofibromatosis_Type_1::Malignant Peripheral Nerve Sheath Tumor Progression	HER2_Positive_Breast_Cancer::Downstream Oncogenic Signaling
0.741	cerebellar_purkinje_degeneration#Purkinje Neuron Degeneration	PHARC_syndrome::Cerebellar degeneration	Autosomal_Dominant_Cerebellar_Ataxia_Type_III::Purkinje Cell Degeneration and Cerebellar Cortical Atrophy
0.741	polyglutamine_expansion_proteotoxicity#Transcriptional Dysregulation	Schinzel-Giedion_Syndrome::Aberrant developmental gene transcription	Dentatorubral-Pallidoluysian_Atrophy::ATN1 Transcriptional Co-repressor Dysregulation
0.741	ciliopathy_dysfunction#Renal Tubular Cystic and Fibrotic Disease	Cadmium_Poisoning::Impaired Tubular Reabsorption	Bardet-Biedl_Syndrome::Renal tubulointerstitial injury
0.741	ciliopathy_dysfunction#Renal Tubular Cystic and Fibrotic Disease	Arsenic_Poisoning::Renal Tubular Injury	Bardet-Biedl_Syndrome::Renal tubulointerstitial injury
0.741	polyglutamine_expansion_proteotoxicity#Selective Neuronal Dysfunction and Loss	Fucosidosis::Neuroinflammation and neural cell loss	Machado_Joseph_Disease::Multifocal neurodegeneration
0.741	fame_pentanucleotide_repeat_rna_toxicity#Cortical Hyperexcitability and Seizure Susceptibility	Aicardi_Syndrome::Seizure Evolution and Intractability	Pentanucleotide_Repeat_Familial_Adult_Myoclonus_Epilepsy::Cortical hyperexcitability and seizure susceptibility
0.741	polyglutamine_expansion_proteotoxicity#Selective Neuronal Dysfunction and Loss	Tuberous_Sclerosis_Complex::Neuroglial Dysplasia and Cortical Network Disorganization	Machado_Joseph_Disease::Multifocal neurodegeneration
0.741	fgfr_gain_of_function_skeletal_dysplasia#Constitutive FGFR Activation	Split_Hand_Foot_Malformation::Disrupted Wnt-BMP-FGF Signaling and Central Ray Loss	Crouzon_Syndrome::FGFR2 Gain-of-Function Signaling
0.740	fibrotic_response#Excessive ECM Deposition	Osteogenesis_Imperfecta_Type_IV::Defective Collagen Matrix Assembly	Hepatic_Fibrinogen_Storage_Disease::Excessive Hepatic ECM Deposition
0.740	immune_checkpoint_blockade#Adaptive Immune Resistance	Sjogrens_Syndrome::Exocrine Gland Lymphocytic Infiltration	Anaplastic_Thyroid_Carcinoma::Adaptive Immune Resistance and Immunosuppressive Microenvironment
0.740	aortopathy_tgfbeta_dysregulation#TGF-beta Signaling Dysregulation	Von_Hippel-Lindau_Disease::VEGF Overexpression and Angiogenesis	Arterial_Tortuosity_Syndrome::Arterial-wall TGF-beta pathway upregulation
0.740	polyglutamine_expansion_proteotoxicity#Mitochondrial and Bioenergetic Dysfunction	Danon_disease::Mitochondrial dysfunction and oxidative stress	Huntington_Disease::Mitochondrial Dysfunction
0.740	fibrotic_response#Excessive ECM Deposition	Transaldolase_Deficiency::Hepatic fibrosis and cirrhosis	Hepatic_Veno-occlusive_Disease-Immunodeficiency_Syndrome::Progressive hepatic fibrosis and organ dysfunction
0.740	hemolytic_anemia_erythrocyte_destruction#Premature Erythrocyte Destruction	Polycythemia_Vera::Erythropoietin-Independent Erythropoiesis	Hereditary_Spherocytosis::Splenic Sequestration and Hemolysis
0.740	peripheral_axonal_degeneration#Distal Axonal Degeneration and Demyelination	Charcot-Marie-Tooth_Disease_Type_2::Distal Axonal Degeneration	Charcot-Marie-Tooth_Disease::Axonal Degeneration in CMT2
0.740	er_protein_storage_disease#Hepatic Protein Aggregation	Ankylosing_Spondylitis::HLA-B27 Misfolding and ER Stress	Alpha_1_Antitrypsin_Deficiency::Hepatic Protein Aggregation
0.740	epilepsy_excitation_inhibition_imbalance#Excitation-Inhibition Imbalance	Parkinsons_Disease::Basal Ganglia Circuit Dysfunction	Epilepsy::Neuronal Hyperexcitability
0.739	fgfr_gain_of_function_skeletal_dysplasia#Cranial Suture Osteogenic Acceleration	Camurati-Engelmann_Disease::Rho GTPase-Mediated Osteoclast Activation	Pfeiffer_Syndrome::Accelerated cranial suture osteogenesis
0.739	fgfr_gain_of_function_skeletal_dysplasia#Impaired Endochondral Ossification and Chondrodysplasia	Hypochondrogenesis::Type II Collagen Structural Defect	Achondroplasia::Impaired growth plate cartilage development
0.739	fibrotic_response#Inflammatory Recruitment and Amplification	Cholesteatoma::Perimatrix inflammatory cytokine and STAT3 signaling amplification	Dupuytrens_Contracture::Profibrotic Signaling and Inflammatory Amplification
